Province_State,Admin2,UID,FIPS,Lat,Long_,Combined_Key,date,cases,State_Tribe_Territory,County_Name,FIPS_State,FIPS_County,order_code,public_masks,Source_of_Action,URL,Citation,NEVER,RARELY,SOMETIMES,FREQUENTLY,ALWAYS,daily_cases,daily_cases_unmasked,rolling_avg_cases,rolling_avg_cases_unmasked,population,infectious_cases,infectious_cases_unmasked,pop_at_risk,pop_at_risk_unmasked,infection_rate,infection_rate_unmasked,smooth_infection_rate,smooth_infection_rate_unmasked
California,Orange,84006059,6059.0,33.70147516,-117.76459979999998,"Orange, California, US",2020-02-01,1,,,,,,False,,,,0.023,0.021,0.046,0.156,0.754,,,,,3186989,0.0,0.0,3186989.0,3186989.0,,,,
California,Orange,84006059,6059.0,33.70147516,-117.76459979999998,"Orange, California, US",2020-02-02,1,,,,,,False,,,,0.023,0.021,0.046,0.156,0.754,0.0,0.0,,,3186989,0.0,0.0,3186989.0,3186989.0,0.0,0.0,,
California,Orange,84006059,6059.0,33.70147516,-117.76459979999998,"Orange, California, US",2020-02-03,1,,,,,,False,,,,0.023,0.021,0.046,0.156,0.754,0.0,0.0,,,3186989,0.0,0.0,3186989.0,3186989.0,0.0,0.0,,
California,Orange,84006059,6059.0,33.70147516,-117.76459979999998,"Orange, California, US",2020-02-04,1,,,,,,False,,,,0.023,0.021,0.046,0.156,0.754,0.0,0.0,,,3186989,0.0,0.0,3186989.0,3186989.0,0.0,0.0,,
California,Orange,84006059,6059.0,33.70147516,-117.76459979999998,"Orange, California, US",2020-02-05,1,,,,,,False,,,,0.023,0.021,0.046,0.156,0.754,0.0,0.0,,,3186989,0.0,0.0,3186989.0,3186989.0,0.0,0.0,,
California,Orange,84006059,6059.0,33.70147516,-117.76459979999998,"Orange, California, US",2020-02-06,1,,,,,,False,,,,0.023,0.021,0.046,0.156,0.754,0.0,0.0,,,3186989,0.0,0.0,3186989.0,3186989.0,0.0,0.0,,
California,Orange,84006059,6059.0,33.70147516,-117.76459979999998,"Orange, California, US",2020-02-07,1,,,,,,False,,,,0.023,0.021,0.046,0.156,0.754,0.0,0.0,,,3186989,0.0,0.0,3186989.0,3186989.0,0.0,0.0,,
California,Orange,84006059,6059.0,33.70147516,-117.76459979999998,"Orange, California, US",2020-02-08,1,,,,,,False,,,,0.023,0.021,0.046,0.156,0.754,0.0,0.0,0.0,0.0,3186989,0.0,0.0,3186989.0,3186989.0,0.0,0.0,0.0,0.0
California,Orange,84006059,6059.0,33.70147516,-117.76459979999998,"Orange, California, US",2020-02-09,1,,,,,,False,,,,0.023,0.021,0.046,0.156,0.754,0.0,0.0,0.0,0.0,3186989,0.0,0.0,3186989.0,3186989.0,0.0,0.0,0.0,0.0
California,Orange,84006059,6059.0,33.70147516,-117.76459979999998,"Orange, California, US",2020-02-10,1,,,,,,False,,,,0.023,0.021,0.046,0.156,0.754,0.0,0.0,0.0,0.0,3186989,0.0,0.0,3186989.0,3186989.0,0.0,0.0,0.0,0.0
California,Orange,84006059,6059.0,33.70147516,-117.76459979999998,"Orange, California, US",2020-02-11,1,,,,,,False,,,,0.023,0.021,0.046,0.156,0.754,0.0,0.0,0.0,0.0,3186989,0.0,0.0,3186989.0,3186989.0,0.0,0.0,0.0,0.0
California,Orange,84006059,6059.0,33.70147516,-117.76459979999998,"Orange, California, US",2020-02-12,1,,,,,,False,,,,0.023,0.021,0.046,0.156,0.754,0.0,0.0,0.0,0.0,3186989,0.0,0.0,3186989.0,3186989.0,0.0,0.0,0.0,0.0
California,Orange,84006059,6059.0,33.70147516,-117.76459979999998,"Orange, California, US",2020-02-13,1,,,,,,False,,,,0.023,0.021,0.046,0.156,0.754,0.0,0.0,0.0,0.0,3186989,0.0,0.0,3186989.0,3186989.0,0.0,0.0,0.0,0.0
California,Orange,84006059,6059.0,33.70147516,-117.76459979999998,"Orange, California, US",2020-02-14,1,,,,,,False,,,,0.023,0.021,0.046,0.156,0.754,0.0,0.0,0.0,0.0,3186989,0.0,0.0,3186989.0,3186989.0,0.0,0.0,0.0,0.0
California,Orange,84006059,6059.0,33.70147516,-117.76459979999998,"Orange, California, US",2020-02-15,1,,,,,,False,,,,0.023,0.021,0.046,0.156,0.754,0.0,0.0,0.0,0.0,3186989,0.0,0.0,3186989.0,3186989.0,0.0,0.0,0.0,0.0
California,Orange,84006059,6059.0,33.70147516,-117.76459979999998,"Orange, California, US",2020-02-16,1,,,,,,False,,,,0.023,0.021,0.046,0.156,0.754,0.0,0.0,0.0,0.0,3186989,0.0,0.0,3186989.0,3186989.0,0.0,0.0,0.0,0.0
California,Orange,84006059,6059.0,33.70147516,-117.76459979999998,"Orange, California, US",2020-02-17,1,,,,,,False,,,,0.023,0.021,0.046,0.156,0.754,0.0,0.0,0.0,0.0,3186989,0.0,0.0,3186989.0,3186989.0,0.0,0.0,0.0,0.0
California,Orange,84006059,6059.0,33.70147516,-117.76459979999998,"Orange, California, US",2020-02-18,1,,,,,,False,,,,0.023,0.021,0.046,0.156,0.754,0.0,0.0,0.0,0.0,3186989,0.0,0.0,3186989.0,3186989.0,0.0,0.0,0.0,0.0
California,Orange,84006059,6059.0,33.70147516,-117.76459979999998,"Orange, California, US",2020-02-19,1,,,,,,False,,,,0.023,0.021,0.046,0.156,0.754,0.0,0.0,0.0,0.0,3186989,0.0,0.0,3186989.0,3186989.0,0.0,0.0,0.0,0.0
California,Orange,84006059,6059.0,33.70147516,-117.76459979999998,"Orange, California, US",2020-02-20,1,,,,,,False,,,,0.023,0.021,0.046,0.156,0.754,0.0,0.0,0.0,0.0,3186989,0.0,0.0,3186989.0,3186989.0,0.0,0.0,0.0,0.0
California,Orange,84006059,6059.0,33.70147516,-117.76459979999998,"Orange, California, US",2020-02-21,1,,,,,,False,,,,0.023,0.021,0.046,0.156,0.754,0.0,0.0,0.0,0.0,3186989,0.0,0.0,3186989.0,3186989.0,0.0,0.0,0.0,0.0
California,Orange,84006059,6059.0,33.70147516,-117.76459979999998,"Orange, California, US",2020-02-22,1,,,,,,False,,,,0.023,0.021,0.046,0.156,0.754,0.0,0.0,0.0,0.0,3186989,0.0,0.0,3186989.0,3186989.0,0.0,0.0,0.0,0.0
California,Orange,84006059,6059.0,33.70147516,-117.76459979999998,"Orange, California, US",2020-02-23,1,,,,,,False,,,,0.023,0.021,0.046,0.156,0.754,0.0,0.0,0.0,0.0,3186989,0.0,0.0,3186989.0,3186989.0,0.0,0.0,0.0,0.0
California,Orange,84006059,6059.0,33.70147516,-117.76459979999998,"Orange, California, US",2020-02-24,1,,,,,,False,,,,0.023,0.021,0.046,0.156,0.754,0.0,0.0,0.0,0.0,3186989,0.0,0.0,3186989.0,3186989.0,0.0,0.0,0.0,0.0
California,Orange,84006059,6059.0,33.70147516,-117.76459979999998,"Orange, California, US",2020-02-25,1,,,,,,False,,,,0.023,0.021,0.046,0.156,0.754,0.0,0.0,0.0,0.0,3186989,0.0,0.0,3186989.0,3186989.0,0.0,0.0,0.0,0.0
California,Orange,84006059,6059.0,33.70147516,-117.76459979999998,"Orange, California, US",2020-02-26,1,,,,,,False,,,,0.023,0.021,0.046,0.156,0.754,0.0,0.0,0.0,0.0,3186989,0.0,0.0,3186989.0,3186989.0,0.0,0.0,0.0,0.0
California,Orange,84006059,6059.0,33.70147516,-117.76459979999998,"Orange, California, US",2020-02-27,1,,,,,,False,,,,0.023,0.021,0.046,0.156,0.754,0.0,0.0,0.0,0.0,3186989,0.0,0.0,3186989.0,3186989.0,0.0,0.0,0.0,0.0
California,Orange,84006059,6059.0,33.70147516,-117.76459979999998,"Orange, California, US",2020-02-28,1,,,,,,False,,,,0.023,0.021,0.046,0.156,0.754,0.0,0.0,0.0,0.0,3186989,0.0,0.0,3186989.0,3186989.0,0.0,0.0,0.0,0.0
California,Orange,84006059,6059.0,33.70147516,-117.76459979999998,"Orange, California, US",2020-02-29,1,,,,,,False,,,,0.023,0.021,0.046,0.156,0.754,0.0,0.0,0.0,0.0,3186989,0.0,0.0,3186989.0,3186989.0,0.0,0.0,0.0,0.0
California,Orange,84006059,6059.0,33.70147516,-117.76459979999998,"Orange, California, US",2020-03-01,1,,,,,,False,,,,0.023,0.021,0.046,0.156,0.754,0.0,0.0,0.0,0.0,3186989,0.0,0.0,3186989.0,3186989.0,0.0,0.0,0.0,0.0
California,Orange,84006059,6059.0,33.70147516,-117.76459979999998,"Orange, California, US",2020-03-02,1,,,,,,False,,,,0.023,0.021,0.046,0.156,0.754,0.0,0.0,0.0,0.0,3186989,0.0,0.0,3186989.0,3186989.0,0.0,0.0,0.0,0.0
California,Orange,84006059,6059.0,33.70147516,-117.76459979999998,"Orange, California, US",2020-03-03,1,,,,,,False,,,,0.023,0.021,0.046,0.156,0.754,0.0,0.0,0.0,0.0,3186989,0.0,0.0,3186989.0,3186989.0,0.0,0.0,0.0,0.0
California,Orange,84006059,6059.0,33.70147516,-117.76459979999998,"Orange, California, US",2020-03-04,3,,,,,,False,,,,0.023,0.021,0.046,0.156,0.754,2.0,2.0,0.2857142857142857,0.2857142857142857,3186989,2.0,2.0,3186987.0,3186987.0,6.275519793460092e-05,6.275519793460092e-05,8.96502827637156e-06,8.96502827637156e-06
California,Orange,84006059,6059.0,33.70147516,-117.76459979999998,"Orange, California, US",2020-03-05,3,,,,,,False,,,,0.023,0.021,0.046,0.156,0.754,0.0,0.0,0.2857142857142857,0.2857142857142857,3186989,2.0,2.0,3186987.0,3186987.0,0.0,0.0,8.96502827637156e-06,8.96502827637156e-06
California,Orange,84006059,6059.0,33.70147516,-117.76459979999998,"Orange, California, US",2020-03-06,3,,,,,,False,,,,0.023,0.021,0.046,0.156,0.754,0.0,0.0,0.2857142857142857,0.2857142857142857,3186989,2.0,2.0,3186987.0,3186987.0,0.0,0.0,8.96502827637156e-06,8.96502827637156e-06
California,Orange,84006059,6059.0,33.70147516,-117.76459979999998,"Orange, California, US",2020-03-07,3,,,,,,False,,,,0.023,0.021,0.046,0.156,0.754,0.0,0.0,0.2857142857142857,0.2857142857142857,3186989,2.0,2.0,3186987.0,3186987.0,0.0,0.0,8.96502827637156e-06,8.96502827637156e-06
California,Orange,84006059,6059.0,33.70147516,-117.76459979999998,"Orange, California, US",2020-03-08,3,,,,,,False,,,,0.023,0.021,0.046,0.156,0.754,0.0,0.0,0.2857142857142857,0.2857142857142857,3186989,2.0,2.0,3186987.0,3186987.0,0.0,0.0,8.96502827637156e-06,8.96502827637156e-06
California,Orange,84006059,6059.0,33.70147516,-117.76459979999998,"Orange, California, US",2020-03-09,4,,,,,,False,,,,0.023,0.021,0.046,0.156,0.754,1.0,1.0,0.42857142857142855,0.42857142857142855,3186989,3.0,3.0,3186986.0,3186986.0,3.137760881284072e-05,3.137760881284072e-05,1.3447546634074594e-05,1.3447546634074594e-05
California,Orange,84006059,6059.0,33.70147516,-117.76459979999998,"Orange, California, US",2020-03-10,5,,,,,,False,,,,0.023,0.021,0.046,0.156,0.754,1.0,1.0,0.5714285714285714,0.5714285714285714,3186989,4.0,4.0,3186985.0,3186985.0,3.137761865838716e-05,3.137761865838716e-05,1.793006780479266e-05,1.793006780479266e-05
California,Orange,84006059,6059.0,33.70147516,-117.76459979999998,"Orange, California, US",2020-03-11,5,,,,,,False,,,,0.023,0.021,0.046,0.156,0.754,0.0,0.0,0.2857142857142857,0.2857142857142857,3186989,4.0,4.0,3186985.0,3186985.0,0.0,0.0,8.96503390239633e-06,8.96503390239633e-06
California,Orange,84006059,6059.0,33.70147516,-117.76459979999998,"Orange, California, US",2020-03-12,6,,,,,,False,,,,0.023,0.021,0.046,0.156,0.754,1.0,1.0,0.42857142857142855,0.42857142857142855,3186989,5.0,5.0,3186984.0,3186984.0,3.137762850393978e-05,3.137762850393978e-05,1.3447555073117046e-05,1.3447555073117046e-05
California,Orange,84006059,6059.0,33.70147516,-117.76459979999998,"Orange, California, US",2020-03-13,9,,,,,,False,,,,0.023,0.021,0.046,0.156,0.754,3.0,3.0,0.8571428571428571,0.8571428571428571,3186989,8.0,8.0,3186981.0,3186981.0,9.413297412190408e-05,9.413297412190408e-05,2.6895135463401166e-05,2.6895135463401166e-05
California,Orange,84006059,6059.0,33.70147516,-117.76459979999998,"Orange, California, US",2020-03-14,14,,,,,,False,,,,0.023,0.021,0.046,0.156,0.754,5.0,5.0,1.5714285714285714,1.5714285714285714,3186989,11.0,11.0,3186978.0,3186978.0,0.00015688843788692612,0.00015688843788692612,4.930779476446249e-05,4.930779476446249e-05
California,Orange,84006059,6059.0,33.70147516,-117.76459979999998,"Orange, California, US",2020-03-15,14,,,,,,False,,,,0.023,0.021,0.046,0.156,0.754,0.0,0.0,1.5714285714285714,1.5714285714285714,3186989,11.0,11.0,3186978.0,3186978.0,0.0,0.0,4.930779476446249e-05,4.930779476446249e-05
California,Orange,84006059,6059.0,33.70147516,-117.76459979999998,"Orange, California, US",2020-03-16,17,,,,,,False,,,,0.023,0.021,0.046,0.156,0.754,3.0,3.0,1.8571428571428572,1.8571428571428572,3186989,14.0,14.0,3186975.0,3186975.0,9.413315134257407e-05,9.413315134257407e-05,5.8272903212069664e-05,5.8272903212069664e-05
California,Orange,84006059,6059.0,33.70147516,-117.76459979999998,"Orange, California, US",2020-03-17,22,,,,,,False,,,,0.023,0.021,0.046,0.156,0.754,5.0,5.0,2.4285714285714284,2.4285714285714284,3186989,19.0,19.0,3186970.0,3186970.0,0.00015688883171162578,0.00015688883171162578,7.620314683136108e-05,7.620314683136108e-05
California,Orange,84006059,6059.0,33.70147516,-117.76459979999998,"Orange, California, US",2020-03-18,29,,,,,,False,,,,0.023,0.021,0.046,0.156,0.754,7.0,7.0,3.4285714285714284,3.4285714285714284,3186989,26.0,26.0,3186963.0,3186963.0,0.00021964484683380383,0.00021964484683380383,0.0001075811494696182,0.0001075811494696182
